Cycle_Index,Discharge Time (s),Decrement 3.6-3.4V (s),Max. Voltage Dischar. (V),Min. Voltage Charg. (V),Time at 4.15V (s),Time constant current (s),Charging time (s),RUL,Is_New,cell_id,Cycle
570.0,1583.87,425.1428571436554,3.863,3.578,2981.919999999925,3860.32,8587.59,495,0,,
571.0,1581.48,423.4285714291036,3.864,3.578,2974.6260000020266,3860.23,8560.7,494,0,,
572.0,1578.94,423.4285714291036,3.865,3.579,2966.320000000298,3824.32,8587.9,493,0,,
573.0,1576.23,423.4285714291036,3.865,3.578,2954.226999999956,3824.23,8576.03,492,0,,
574.0,1571.1,420.3428571429104,3.864,3.579,2945.9519999995828,3824.35,8531.3,491,0,,
575.0,1567.2,419.6571428570896,3.864,3.58,2930.226999999956,3788.23,8504.23,490,0,,
576.0,1563.84,419.5714285708964,3.864,3.58,2917.120000001043,3788.32,8522.52,489,0,,
577.0,1560.62,416.5714285708964,3.863,3.581,2902.782999999821,3752.38,8513.85,488,0,,
578.0,1557.89,418.0,3.863,3.581,2894.31200000085,3752.31,8501.62,487,0,,
579.0,1555.45,415.88571428507566,3.863,3.581,2882.2340000011027,3752.23,8504.58,486,0,,
580.0,1552.58,415.2857142854482,3.863,3.581,2876.3279999997467,3752.33,8455.72,485,0,,
581.0,1550.27,414.0,3.862,3.583,2866.7439999990165,3752.34,8476.41,484,0,,
582.0,1547.84,414.30000000074506,3.862,3.582,2859.449999999255,3716.25,8431.94,483,0,,
583.0,1544.77,412.7142857145518,3.862,3.582,2852.3279999997467,3716.33,8431.23,482,0,,
584.0,1541.86,411.4285714291036,3.861,3.583,2845.144000001252,3716.34,8402.64,481,0,,
585.0,1538.84,410.7428571432829,3.861,3.584,2834.359999999404,3716.36,8407.3,480,0,,
586.0,1536.44,411.8571428563446,3.861,3.584,2828.3430000003427,3680.34,8380.41,479,0,,
587.0,1530.59,409.2857142854482,3.859,3.584,2816.31299999915,3680.31,8365.28,478,0,,
588.0,1498.5,418.7965000011027,3.845,3.756,2555.3279999997467,3521.0,8776.67,477,0,,
589.0,1519.5,409.0285714287311,3.848,3.885,2506.7750000003725,3464.38,8633.09,476,0,,
590.0,1530.62,409.7142857145518,3.855,3.59,2773.111999999732,3644.31,8420.47,475,0,,
591.0,1532.78,409.2857142854482,3.858,3.586,2804.25,3680.25,8372.38,474,0,,
592.0,1532.34,409.2857142854482,3.859,3.586,2812.6569999996573,3682.66,8385.03,473,0,,
593.0,1531.16,409.2857142854482,3.859,3.586,2809.175000000745,3680.38,8399.09,472,0,,
594.0,1528.78,408.0,3.858,3.585,2801.944000000134,3680.34,8379.19,471,0,,
595.0,1526.16,408.0,3.858,3.585,2794.712000001222,3644.31,8355.34,470,0,,
596.0,1523.62,407.3142857141793,3.858,3.585,2787.5129999984056,3644.31,8383.69,469,0,,
597.0,1520.59,406.1999999992549,3.857,3.586,2780.3130000010133,3644.31,8380.28,468,0,,
598.0,1518.41,405.4285714291036,3.858,3.586,2773.1120000015944,3644.31,8355.72,467,0,,
599.0,1516.22,405.9428571444005,3.857,3.587,2765.9749999996275,3644.38,8342.91,466,0,,
600.0,1515.16,404.1428571436554,3.857,3.587,2756.343999998644,3608.34,8369.22,465,0,,
601.0,1513.62,404.4000000003725,3.856,3.587,2751.5439999997616,3608.34,8372.97,464,0,,
602.0,1511.81,402.8571428563446,3.856,3.587,2744.43700000085,3608.44,8359.66,463,0,,
603.0,1510.44,404.5714285708964,3.857,3.587,2744.1869999989867,3608.19,8373.12,462,0,,
604.0,1507.16,403.2857142854482,3.856,3.588,2732.375,3608.38,8309.59,461,0,,
605.0,1505.91,401.6999999992549,3.856,3.588,2726.219000000506,3572.22,8373.31,460,0,,
606.0,1503.72,400.80000000074506,3.855,3.588,2720.375,3572.38,8363.66,459,0,,
607.0,1501.53,400.5240000002086,3.855,3.588,2708.25,3572.25,8327.53,458,0,,
608.0,1500.56,400.11428571492434,3.854,3.589,2708.405999999494,3572.38,8368.81,457,0,,
609.0,1499.0,399.0,3.854,3.589,2701.144000001252,3572.34,8356.78,456,0,,
610.0,1496.84,399.4285714291036,3.854,3.589,2693.9749999996275,3536.38,8377.06,455,0,,
611.0,1481.28,396.0,3.85,3.589,2684.3430000003427,3536.34,8324.34,454,0,,
612.0,1481.18,397.5,3.847,3.598,2593.1840000003576,3428.38,8209.54,453,0,,
613.0,1486.75,395.5714285708964,3.851,3.594,2643.5529999975115,3500.35,8306.78,452,0,,
614.0,1487.26,395.6571428570896,3.852,3.592,2660.320000000298,3500.32,8358.98,451,0,,
615.0,1486.3,394.80000000074506,3.853,3.592,2660.351999999956,3500.35,8381.25,450,0,,
616.0,1484.38,395.6571428570896,3.853,3.592,2657.9519999995828,3500.35,8414.34,449,0,,
617.0,1481.51,394.9714285712689,3.852,3.592,2650.752000000328,3500.35,8365.76,448,0,,
618.0,1479.27,393.0,3.852,3.592,2648.351000001654,3500.36,8381.21,447,0,,
619.0,1481.53,394.80000000074506,3.854,3.593,2642.3829999994487,3500.38,8387.33,446,0,,
620.0,1480.19,393.8571428563446,3.854,3.592,2648.351999999956,3500.35,8379.49,445,0,,
621.0,1477.95,393.9000000003725,3.854,3.592,2643.4570000004023,3500.26,8382.34,444,0,,
622.0,1476.29,393.0,3.852,3.592,2636.351999999956,3500.35,8378.98,443,0,,
623.0,1474.91,391.88571428507566,3.853,3.593,2630.3509999997914,3500.35,8380.09,442,0,,
624.0,1473.54,391.1999999992549,3.852,3.594,2624.351000001654,3464.35,8347.01,441,0,,
625.0,1471.61,390.51428571529686,3.851,3.593,2621.9599999990314,3464.36,8328.86,440,0,,
626.0,1469.64,391.5,3.85,3.593,2618.343999998644,3464.34,8324.83,439,0,,
627.0,1467.81,390.9000000003725,3.85,3.594,2612.35899999924,3464.36,8321.67,438,0,,
628.0,1466.25,390.0,3.85,3.594,2600.343999998644,3464.34,8320.67,437,0,,
629.0,1465.38,390.0,3.849,3.595,2600.26600000076,3464.27,8350.05,436,0,,
630.0,1464.09,388.45714285597205,3.849,3.595,2594.3279999997467,3464.33,8319.66,435,0,,
631.0,1462.59,389.0999999996274,3.849,3.595,2593.143000001088,3428.34,8330.2,434,0,,
632.0,1460.86,390.1714285705239,3.849,3.596,2588.3280000016093,3428.33,8324.25,433,0,,
633.0,1456.7,388.5,3.848,3.595,2578.6500000003725,3428.25,8271.36,432,0,,
634.0,1415.55,394.7970000002533,3.831,3.767,2317.375,3276.0,8705.98,431,0,,
635.0,1425.09,382.1999999992549,3.832,3.902,2233.175000000745,3176.38,8535.72,430,0,,
636.0,1441.41,387.0,3.839,3.607,2485.144000001252,3320.34,8316.97,429,0,,
637.0,1443.34,386.4000000003725,3.841,3.602,2528.375,3356.38,8335.47,428,0,,
638.0,1443.53,384.6857142858207,3.842,3.602,2528.344000000506,3356.34,8278.31,427,0,,
639.0,1443.31,383.4000000003725,3.843,3.602,2534.344000000506,3392.34,8321.03,426,0,,
640.0,1440.66,382.5,3.842,3.601,2534.31200000085,3356.31,8323.16,425,0,,
641.0,1442.12,382.2857142854482,3.843,3.602,2528.343999998644,3356.34,8343.41,424,0,,
642.0,1437.56,381.0,3.842,3.602,2528.219000000506,3356.22,8263.03,423,0,,
643.0,1438.75,381.5999999996274,3.842,3.602,2516.219000000506,3356.22,8285.0,422,0,,
644.0,1436.94,382.5,3.842,3.601,2521.1130000017583,3356.31,8266.56,421,0,,
645.0,1434.72,380.6999999992549,3.841,3.602,2516.344000000506,3356.34,8251.16,420,0,,
646.0,1431.75,380.6999999992549,3.842,3.604,2510.25,3356.25,8238.09,419,0,,
647.0,1429.06,380.6999999992549,3.842,3.604,2504.344000000506,3356.34,8244.81,418,0,,
648.0,1427.19,378.30000000074506,3.842,3.604,2498.3430000003427,3320.34,8223.97,417,0,,
649.0,1426.09,378.30000000074506,3.842,3.604,2492.25,3320.25,8220.12,416,0,,
650.0,1424.62,378.30000000074506,3.842,3.604,2485.112999999896,3320.31,8216.28,415,0,,
651.0,1423.19,378.30000000074506,3.842,3.605,2477.8499999996275,3320.25,8205.84,414,0,,
652.0,1421.47,377.4000000003725,3.841,3.605,2468.280999999494,3320.28,8177.84,413,0,,
653.0,1420.0,378.0,3.842,3.605,2463.5429999995977,3320.34,8187.25,412,0,,
654.0,1419.12,376.5,3.842,3.605,2456.344000000506,3320.34,8227.31,411,0,,
655.0,1417.09,374.0999999996274,3.841,3.606,2456.375,3284.38,8144.38,410,0,,
656.0,1415.5,374.0999999996274,3.842,3.606,2449.175000000745,3284.38,8191.56,409,0,,
657.0,1405.22,372.0,3.838,3.606,2438.29649999924,3284.28,8178.53,408,0,,
658.0,1375.25,384.0,3.823,3.776,2163.343999998644,3108.0,8653.06,407,0,,
659.0,1334.78,354.0,3.832,3.633,3313.487999999896,4494.59,10731.26,406,0,,
660.0,1349.89,352.5,3.847,3.639,2294.223999999464,3104.22,8140.67,405,0,,
661.0,1349.57,352.0,3.85,3.635,2342.2229999993,3140.22,7995.78,404,0,,
662.0,1349.28,351.30000000074506,3.851,3.636,2336.351000001654,3140.35,7937.09,403,0,,
663.0,1346.46,350.5,3.851,3.636,2336.320000000298,3140.32,7928.93,402,0,,
664.0,1340.16,348.0,3.851,3.636,2324.320000000298,3104.32,7880.93,401,0,,
665.0,1335.46,348.0,3.851,3.637,2306.351000001654,3104.35,7846.11,400,0,,
666.0,1331.65,347.3333333339542,3.851,3.638,2294.351000001654,3068.35,7834.78,399,0,,
667.0,1310.88,343.19999999925494,3.846,3.638,2276.3820000011474,3068.38,7805.53,398,0,,
668.0,1300.0,340.6666666660458,3.842,3.643,2204.320000000298,2996.32,7795.42,397,0,,
669.0,1297.12,339.5,3.842,3.645,2168.351999999956,2960.35,7793.02,396,0,,
670.0,1295.88,339.5,3.842,3.645,2156.219000000506,2960.25,7792.8,395,0,,
671.0,1293.54,338.6666666660458,3.843,3.645,2150.320000000298,2924.32,7765.76,394,0,,
672.0,1292.48,336.6666666660458,3.843,3.645,2144.288999998942,2924.29,7748.29,393,0,,
673.0,1289.34,336.80000000074506,3.842,3.646,2138.3279999997467,2924.33,7797.92,392,0,,
674.0,1286.52,335.73333333432674,3.842,3.646,2126.3280000016093,2924.33,7795.94,391,0,,
675.0,1283.47,336.0,3.841,3.646,2120.375,2888.38,7747.42,390,0,,
676.0,1280.45,336.6666666660458,3.839,3.646,2108.3590000011027,2888.36,7780.36,389,0,,
677.0,1276.95,334.0,3.839,3.647,2096.359999999404,2888.36,7783.53,388,0,,
678.0,1272.36,332.6666666660458,3.838,3.647,2084.344000000506,2852.34,7774.05,387,0,,
679.0,1268.52,330.6666666660458,3.838,3.647,2072.35899999924,2852.36,7772.84,386,0,,
680.0,1265.66,330.2857142854482,3.837,3.649,2065.470857143402,2852.33,7754.56,385,0,,
681.0,1261.98,330.9333333335817,3.837,3.649,2054.31299999915,2816.31,7720.16,384,0,,
682.0,1227.97,338.4069999996573,3.823,3.798,1778.375,2667.0,8295.3,383,0,,
683.0,1237.66,326.6666666660458,3.825,3.926,1721.8499999996277,2600.25,8121.56,382,0,,
684.0,1249.44,328.0,3.833,3.656,1970.3129999991504,2744.31,7816.84,381,0,,
685.0,1254.97,328.5,3.836,3.653,2012.25,2780.25,7725.91,380,0,,
686.0,1256.78,329.3333333339542,3.836,3.652,2024.343999998644,2816.34,7747.97,379,0,,
687.0,1254.62,328.5,3.837,3.651,2024.343999998644,2816.34,7742.12,378,0,,
688.0,1252.19,326.6666666660458,3.837,3.651,2014.089285714552,2780.38,7727.12,377,0,,
689.0,1247.97,326.0,3.836,3.651,2006.312000000849,2780.31,7732.91,376,0,,
690.0,1243.69,325.3333333339542,3.836,3.651,1994.281000001356,2780.28,7706.59,375,0,,
691.0,1240.31,323.3333333339542,3.836,3.653,1988.3430000022047,2744.34,7740.97,374,0,,
692.0,1238.97,324.40000000037253,3.836,3.653,1976.2190000005064,2744.22,7766.53,373,0,,
693.0,1236.91,322.6873333323747,3.836,3.653,1970.343999998644,2744.34,7745.06,372,0,,
694.0,1235.84,321.3333333339542,3.837,3.653,1964.218999998644,2744.22,7748.66,371,0,,
695.0,1234.88,321.3333333339542,3.836,3.653,1958.3430000003427,2744.34,7741.91,370,0,,
696.0,1234.94,322.6666666660458,3.836,3.653,1958.3440000005064,2744.34,7759.62,369,0,,
697.0,1232.47,321.1428571436554,3.835,3.653,1957.517857143656,2708.38,7720.53,368,0,,
698.0,1228.56,320.6666666660458,3.834,3.652,1952.3430000003427,2708.34,7688.75,367,0,,
699.0,1224.38,319.6190476194024,3.833,3.653,1940.3129999991504,2708.31,7713.78,366,0,,
700.0,1215.47,318.0,3.832,3.654,1928.280999999493,2708.28,7699.94,365,0,,
701.0,1210.88,317.82857142947614,3.831,3.656,1904.3440000005064,2672.34,7670.0,364,0,,
702.0,1208.81,317.3142857141793,3.83,3.656,1890.5977142862976,2636.31,7688.94,363,0,,
703.0,1207.31,316.0,3.831,3.657,1880.3440000005064,2636.34,7670.22,362,0,,
704.0,1206.22,316.0,3.831,3.657,1875.1071428563448,2636.25,7649.38,361,0,,
705.0,1206.0,316.0,3.83,3.657,1874.2190000005064,2636.22,7655.44,360,0,,
706.0,1173.81,320.42149999924004,3.817,3.794,1610.3120000008494,2485.0,8173.47,359,0,,
707.0,1187.75,313.5238095223904,3.82,3.932,1544.3130000010133,2420.31,7998.25,358,0,,
708.0,1188.5,313.5238095223904,3.82,3.662,1823.6155714280903,2564.19,7699.31,357,0,,
709.0,1197.81,314.22857142984867,3.826,3.662,1832.3130000010133,2600.31,7664.38,356,0,,
710.0,1202.44,315.3333333339542,3.827,3.66,1859.7675714287907,2600.38,7626.25,355,0,,
711.0,1199.19,314.6666666660458,3.827,3.659,1874.1869999989867,2636.19,7632.88,354,0,,
712.0,1194.44,312.0,3.826,3.66,1864.883428569883,2636.31,7578.69,353,0,,
713.0,1188.25,311.19999999925494,3.826,3.66,1850.3130000010133,2600.31,7578.5,352,0,,
714.0,1183.06,310.40000000037253,3.825,3.661,1834.027285715565,2600.31,7591.62,351,0,,
715.0,1180.12,309.59999999962747,3.825,3.662,1820.375,2564.38,7517.88,350,0,,
716.0,1177.38,309.9320571422577,3.823,3.662,1808.3130000010133,2564.31,7534.44,349,0,,
717.0,1176.38,308.0,3.824,3.663,1798.0892857145518,2564.38,7514.75,348,0,,
718.0,1176.12,308.22857142984867,3.825,3.663,1790.3130000010133,2564.31,7513.75,347,0,,
719.0,1174.25,307.0285714287311,3.825,3.663,1790.375,2528.38,7506.62,346,0,,
720.0,1174.69,308.7428571432829,3.826,3.663,1784.3130000010133,2528.31,7519.19,345,0,,
721.0,1175.81,307.8095238097012,3.826,3.662,1784.375,2528.38,7575.81,344,0,,
722.0,1174.38,307.59999999962747,3.825,3.663,1784.25,2528.25,7592.31,343,0,,
723.0,1173.06,307.0285714287311,3.825,3.663,1778.3119999989867,2528.31,7602.69,342,0,,
724.0,1171.44,305.59999999962747,3.826,3.663,1777.5178571436554,2528.38,7611.69,341,0,,
725.0,1169.62,306.51428571529686,3.825,3.663,1772.375,2528.38,7632.12,340,0,,
726.0,1166.88,306.0,3.824,3.663,1766.3130000010133,2528.31,7615.06,339,0,,
727.0,1166.44,305.48571428470314,3.824,3.663,1760.3130000010133,2492.31,7619.75,338,0,,
728.0,1165.25,305.19999999925494,3.824,3.664,1760.375,2492.38,7588.62,337,0,,
729.0,1165.12,305.19999999925494,3.824,3.664,1760.3130000010133,2492.31,7631.31,336,0,,
730.0,1140.69,309.59349999949336,3.812,3.805,1491.375,2345.0,8015.56,335,0,,
731.0,1143.38,303.09090909175575,3.811,3.935,1441.1119999997318,2276.31,7961.62,334,0,,
732.0,1149.44,303.11688311584294,3.816,3.669,1700.3130000010133,2456.31,7622.94,333,0,,
733.0,1155.06,302.91428571380675,3.82,3.668,1720.8844285719097,2456.31,7583.75,332,0,,
734.0,1160.44,304.80000000074506,3.821,3.666,1730.25,2456.25,7632.38,331,0,,
735.0,1167.44,306.0,3.824,3.664,1748.375,2492.38,7629.75,330,0,,
736.0,1168.38,305.48571428470314,3.824,3.663,1767.1691428553313,2528.31,7627.5,329,0,,
737.0,1165.88,304.40000000037253,3.823,3.662,1772.25,2528.25,7642.31,328,0,,
738.0,1159.56,302.80000000074506,3.822,3.663,1766.3119999989867,2492.31,7613.88,327,0,,
739.0,1156.0,302.0,3.822,3.664,1751.741571430117,2492.31,7610.56,326,0,,
740.0,1153.19,301.19999999925494,3.821,3.665,1742.25,2492.25,7562.62,325,0,,
741.0,1148.94,300.46753246709704,3.821,3.665,1736.3130000010133,2492.31,7547.94,324,0,,
742.0,1145.56,299.48571428470314,3.821,3.666,1724.3119999989867,2456.31,7553.38,323,0,,
743.0,1145.69,299.37662337720394,3.822,3.667,1712.3130000010133,2456.31,7529.5,322,0,,
744.0,1146.38,300.0,3.821,3.667,1710.597714284435,2456.31,7561.06,321,0,,
745.0,1146.94,300.0,3.822,3.667,1706.375,2456.38,7569.81,320,0,,
746.0,1146.81,299.37662337720394,3.822,3.666,1706.4380000010133,2456.44,7532.44,319,0,,
747.0,1144.88,300.18181818164885,3.821,3.668,1706.1880000010133,2456.19,7555.94,318,0,,
748.0,1141.69,298.40000000037253,3.82,3.667,1700.375,2456.38,7582.31,317,0,,
749.0,1139.88,297.2571428567171,3.821,3.667,1695.1691428553313,2420.31,7573.69,316,0,,
750.0,1137.19,298.1298701297492,3.82,3.667,1689.9642857145518,2420.25,7560.81,315,0,,
751.0,1138.06,298.1298701297492,3.821,3.668,1684.9464285708964,2420.38,7539.44,314,0,,
752.0,1138.31,298.1298701297492,3.821,3.667,1685.008428569883,2420.44,7584.56,313,0,,
753.0,1132.81,296.5454545449465,3.818,3.667,1684.8844285719097,2420.31,7522.31,312,0,,
754.0,1112.19,298.78150000050664,3.808,3.807,1386.3119999989867,2240.0,8041.75,311,0,,
755.0,1153.54,304.0,3.803,3.656,2645.351999999956,3860.35,12221.06,310,0,,
756.0,1153.7,302.02597402594984,3.81,3.677,1756.9554285723716,2492.38,7976.8,309,0,,
757.0,1154.82,301.09090909175575,3.812,3.677,1767.208142854273,2492.35,7743.87,308,0,,
758.0,1154.46,302.2377142868936,3.814,3.676,1767.0801428556442,2492.22,7607.46,307,0,,
759.0,1153.92,302.7428571432829,3.814,3.675,1766.3199999984354,2492.32,7593.98,306,0,,
760.0,1154.91,301.6363636367023,3.815,3.676,1762.0342857148498,2492.32,7550.02,305,0,,
761.0,1156.2,301.19999999925494,3.815,3.675,1762.066285714507,2492.35,7535.1,304,0,,
762.0,1151.3,301.0285714287311,3.814,3.674,1762.0652857162058,2492.35,7532.95,303,0,,
763.0,1150.75,301.0285714287311,3.814,3.676,1746.503714285791,2492.22,7545.12,302,0,,
764.0,1147.16,299.3142857141793,3.814,3.676,1742.25,2456.25,7536.8,301,0,,
765.0,1142.98,298.2857142854482,3.813,3.674,1731.2081428579986,2456.35,7524.99,300,0,,
766.0,1141.76,297.19480519369245,3.813,3.677,1720.9234285708517,2456.35,7561.85,299,0,,
767.0,1138.5,297.09090909175575,3.812,3.675,1710.575714284554,2420.29,7514.21,298,0,,
768.0,1142.34,298.2857142854482,3.812,3.675,1700.351000001654,2420.35,7593.98,297,0,,
769.0,1141.11,297.0578142851591,3.813,3.674,1715.798285713419,2456.35,7578.27,296,0,,
770.0,1140.03,298.0,3.813,3.675,1710.6607142854482,2420.38,7568.38,295,0,,
771.0,1143.14,296.73599999956787,3.815,3.674,1710.5357142854482,2420.25,7601.81,294,0,,
772.0,1142.19,296.7272727265954,3.815,3.673,1718.3120000008494,2456.31,7584.58,293,0,,
773.0,1137.47,297.08571428619325,3.814,3.673,1715.6165714282542,2420.19,7553.03,292,0,,
774.0,1134.56,296.0571428555995,3.812,3.674,1700.3129999991506,2420.34,7563.88,291,0,,
775.0,1128.33,293.2727272734046,3.81,3.674,1695.2011428568512,2420.34,7542.78,290,0,,
776.0,1122.47,293.45454545505345,3.81,3.675,1676.359000001103,2384.36,7470.53,289,0,,
777.0,1122.08,292.3636363632977,3.811,3.676,1659.0601428560913,2384.2,7459.14,288,0,,
778.0,1106.05,294.0,3.8,3.807,1358.359000001103,2198.02,8091.39,287,0,,
779.0,1112.91,292.18181818164885,3.802,3.937,1358.328000001609,2168.33,7917.72,286,0,,
780.0,1119.62,292.67532467469573,3.806,3.68,1633.455857142806,2348.31,7646.56,285,0,,
781.0,1124.09,294.0779220778495,3.81,3.678,1658.3130000010133,2384.31,7566.09,284,0,,
782.0,1123.81,294.0779220778495,3.81,3.676,1669.5488571431488,2384.41,7520.06,283,0,,
783.0,1123.56,292.3636363632977,3.81,3.676,1664.2180000003427,2384.22,7546.62,282,0,,
784.0,1120.72,291.74025974050164,3.81,3.675,1664.3440000005066,2384.34,7536.12,281,0,,
785.0,1119.53,291.08571428619325,3.811,3.676,1658.281000001356,2384.28,7543.97,280,0,,
786.0,1113.06,290.02597402594984,3.81,3.676,1654.0572857148943,2384.34,7560.75,279,0,,
787.0,1111.62,290.02597402594984,3.81,3.677,1634.2809999994934,2348.28,7516.53,278,0,,
788.0,1109.19,289.40259740129113,3.81,3.677,1633.5178571436554,2348.38,7566.0,277,0,,
789.0,1120.22,295.4285714291036,3.8,3.678,1623.0761428568512,5286.31,7282.47,276,0,,
790.0,1104.47,288.06299999915063,3.807,3.678,1638.6297142859548,2348.34,7404.59,275,0,,
791.0,1100.25,287.2857142854482,3.806,3.679,1610.3120000008494,2312.31,7455.22,274,0,,
792.0,1093.72,285.8571428563446,3.805,3.679,1602.6297142859548,2312.34,7434.28,273,0,,
793.0,1091.56,283.7922077924013,3.803,3.681,1582.0582857150584,2276.34,7426.22,272,0,,
794.0,1095.22,285.5714285708964,3.806,3.681,1576.915428571403,2276.34,7405.81,271,0,,
795.0,1089.75,283.0,3.805,3.68,1586.2809999994934,2312.28,7445.38,270,0,,
796.0,1087.53,284.1428571436554,3.805,3.682,1566.5977142862976,2276.31,7385.84,269,0,,
797.0,1085.78,283.5,3.805,3.681,1566.6297142859548,2276.34,7357.59,268,0,,
798.0,1088.19,284.1428571436554,3.805,3.682,1556.3430000003427,2276.34,7385.25,267,0,,
799.0,1086.19,282.4285714291036,3.805,3.681,1561.4558571446687,2276.31,7346.62,266,0,,
800.0,1082.31,281.7142857145518,3.805,3.681,1551.2001428566873,2276.34,7378.38,265,0,,
801.0,1084.0,281.4285714291036,3.806,3.682,1546.0582857150584,2240.34,7383.22,264,0,,
802.0,1070.75,282.01600000076,3.796,3.806,1253.375,2079.0,8029.94,263,0,,
803.0,1087.22,285.0,3.8,3.941,1244.218999998644,2060.22,7948.75,262,0,,
804.0,1080.62,282.2857142854482,3.801,3.683,1561.455857142806,2276.31,7623.0,261,0,,
805.0,1080.56,281.9220779221505,3.801,3.684,1540.9464285708964,2240.38,7486.75,260,0,,
806.0,1087.62,282.0,3.804,3.684,1540.9464285708964,2240.38,7513.81,259,0,,
807.0,1086.19,281.4285714291036,3.806,3.681,1562.25,2276.25,7507.81,258,0,,
808.0,1084.12,281.4285714291036,3.806,3.682,1561.3928571436554,2276.25,7505.44,257,0,,
809.0,1084.81,281.4285714291036,3.806,3.682,1556.3120000008494,2240.31,7463.75,256,0,,
810.0,1085.06,281.4285714291036,3.806,3.682,1556.3129999991506,2276.31,7464.69,255,0,,
811.0,1084.56,281.4285714291036,3.806,3.681,1556.3129999991506,2276.31,7460.31,254,0,,
812.0,1082.38,281.4285714291036,3.806,3.681,1556.3120000008494,2240.31,7449.44,253,0,,
813.0,1082.12,280.7142857145518,3.806,3.681,1551.2321428563446,2240.38,7459.88,252,0,,
814.0,1079.25,280.0,3.805,3.681,1551.169142857194,2240.31,7474.94,251,0,,
815.0,1068.0,277.8571428563446,3.803,3.681,1540.9464285708964,2240.38,7485.69,250,0,,
816.0,1065.88,277.4285714291036,3.801,3.684,1520.25,2204.25,7423.19,249,0,,
817.0,1063.38,277.7142857145518,3.8,3.684,1504.9464285708964,2204.38,7446.75,248,0,,
818.0,1064.44,276.0,3.799,3.684,1494.6607142854482,2204.38,7432.56,247,0,,
819.0,1064.12,276.0,3.8,3.684,1499.8035714291036,2204.38,7382.75,246,0,,
820.0,1062.44,276.0,3.8,3.684,1504.9464285708964,2204.38,7424.38,245,0,,
821.0,1059.31,274.2857142854482,3.799,3.685,1494.4727142862976,2168.19,7400.56,244,0,,
822.0,1063.0,275.7142857145518,3.802,3.685,1489.5178571436554,2168.38,7458.69,243,0,,
823.0,1061.56,275.0,3.801,3.684,1499.7415714282542,2204.31,7393.31,242,0,,
824.0,1057.81,273.9230769239366,3.8,3.685,1494.6607142854482,2204.38,7353.31,241,0,,
825.0,1057.69,274.2857142854482,3.8,3.686,1489.5178571436554,2168.38,7394.19,240,0,,
826.0,1049.81,273.99983333423734,3.794,3.808,1162.375,1988.0,8038.0,239,0,,
827.0,1049.56,272.1758241765201,3.793,3.947,1160.4370000008494,1952.44,7983.31,238,0,,
828.0,1040.0,269.65384615398943,3.791,3.688,1458.6607142854482,2132.38,7494.56,237,0,,
829.0,1047.5,271.2527472525835,3.795,3.691,1432.8834285717458,2132.31,7403.94,236,0,,
830.0,1042.81,269.88461538404226,3.794,3.69,1458.5987142845988,2132.31,7345.75,235,0,,
831.0,1043.75,271.38461538404226,3.795,3.691,1443.1701428554952,2132.31,7399.06,234,0,,
832.0,1049.94,272.1923076920212,3.797,3.689,1453.455857142806,2132.31,7393.31,233,0,,
833.0,1049.31,271.9120879136026,3.798,3.688,1463.8665714282542,2168.44,7359.38,232,0,,
834.0,1051.19,271.7142857145518,3.798,3.687,1463.7415714282542,2132.31,7376.88,231,0,,
835.0,1049.44,271.7142857145518,3.799,3.687,1468.8214285708964,2168.25,7388.25,230,0,,
836.0,1050.44,271.7142857145518,3.799,3.687,1463.740571429953,2132.31,7415.69,229,0,,
837.0,1049.5,271.2692307699472,3.798,3.687,1468.9464285708964,2168.38,7425.0,228,0,,
838.0,1047.25,269.40659340657294,3.797,3.686,1468.8834285717458,2168.31,7397.5,227,0,,
839.0,1041.5,269.5384615380317,3.796,3.688,1463.8035714291036,2132.38,7344.44,226,0,,
840.0,1036.06,266.5714285708964,3.795,3.689,1448.3129999991506,2132.31,7358.69,225,0,,
841.0,1030.31,266.37362637370825,3.793,3.69,1438.0262857154012,2132.31,7299.31,224,0,,
842.0,1025.75,264.7912087906152,3.793,3.691,1417.4548571445048,2096.31,7304.25,223,0,,
843.0,1024.81,265.15384615398943,3.793,3.691,1407.2321428563446,2096.38,7286.38,222,0,,
844.0,1021.81,264.0,3.791,3.692,1402.0262857154012,2096.31,7267.5,221,0,,
845.0,1026.56,264.4285714291036,3.794,3.693,1391.7415714282542,2060.31,7286.81,220,0,,
846.0,1022.31,263.65384615398943,3.793,3.692,1396.884428570047,2060.31,7277.69,219,0,,
847.0,1024.25,264.0,3.795,3.692,1391.7415714282542,2060.31,7340.81,218,0,,
848.0,1028.88,265.3186813183129,3.796,3.692,1396.9464285708964,2060.38,7334.62,217,0,,
849.0,1033.88,266.7857142854482,3.798,3.69,1407.169142857194,2096.31,7371.31,216,0,,
850.0,1014.25,259.5828333348036,3.785,3.814,1099.3120000008494,1904.0,8017.88,215,0,,
851.0,1036.83,267.4285714291036,3.789,3.693,1427.8115714285525,2132.38,7646.88,214,0,,
852.0,1035.97,267.29670329764485,3.791,3.694,1443.1441428549588,2132.29,7443.52,213,0,,
853.0,1033.31,266.57142857275903,3.792,3.692,1438.0652857162058,2132.35,7370.72,212,0,,
854.0,1027.87,264.0,3.789,3.692,1427.6825714297593,2096.25,7348.96,211,0,,
855.0,1028.13,264.7912087906152,3.791,3.694,1412.3509999997914,2096.35,7334.72,210,0,,
856.0,1026.21,264.5769230760634,3.79,3.695,1412.356000000611,2096.36,7330.5,209,0,,
