cell_id,Cycle,Discharge Time (s),Decrement 3.6-3.4V (s),Max. Voltage Dischar. (V),Min. Voltage Charg. (V),Time at 4.15V (s),Time constant current (s),Charging time (s),RUL
cell_001,685,1160.541499999992,2.9404000000211283,3.5893402,2.0293531,1364.364200000011,2000.8986000000152,2000.8986000000152,505
cell_001,686,1165.4458999999915,3.1600000000324258,3.5893803,2.0291204,1370.2213999999803,2051.0586999999946,2051.0586999999946,504
cell_001,687,1165.0299999999697,3.0009999999892045,3.5893812,2.031374,1366.3502000000444,2016.1929000000239,2016.1929000000239,503
cell_001,688,1162.2754000000423,2.9167000000016685,3.5893583,2.0312529,1385.3730000000214,1977.1969999999858,1977.1969999999858,502
cell_001,689,1171.4679999999937,3.12010000000015,3.5885048,2.0316648,1357.3612999999896,2062.3634999999776,2062.3634999999776,501
cell_001,690,1168.4361999999967,3.1010000000240723,3.5892038,2.0284204,1349.20769999997,2060.39439999999,2060.39439999999,500
cell_001,691,1164.1571000000113,3.024800000013954,3.5893278,2.027956,1526.2126999999746,2066.213599999959,2066.213599999959,499
cell_001,692,1166.5829999999842,3.0978999999935297,3.5891771,2.031764,1345.234300000011,2065.2381999999634,2065.2381999999634,498
cell_001,693,1165.301799999957,2.9879999999538143,3.5901375,2.0317421,1456.256500000018,2015.0310999999638,2015.0310999999638,497
cell_001,694,1167.5651000000066,3.0179999999816687,3.5903664,2.0322142,1352.2547999999952,0.00010000000474974687,2062.256799999974,496
cell_001,695,1164.0289999999804,2.8738000000012676,3.5894432,2.031847,1310.2266999999993,2027.038600000029,2027.038600000029,495
cell_001,696,2339.3251999999625,2.973100000002944,3.5891485,2.0293531,1335.2221000000136,0.00010000000474974687,2045.168799999985,494
cell_001,697,1169.970100000035,2.990700000023736,3.5886221,2.0292282,1379.225399999996,2043.4461000000008,2043.4461000000008,493
cell_001,698,1165.4253000000026,3.182400000048773,3.5901651,2.0290766,1384.2045999999973,1996.8187000000037,1996.8187000000037,492
cell_001,699,2313.6464000000265,3.1182000000262633,3.5895042,2.0288525,1363.2070999999996,2011.3450999999766,2011.3450999999766,491
cell_001,700,1164.4961999999941,3.290500000002652,3.5893364,2.0288429,1328.258300000045,1981.657300000021,1981.657300000021,490
cell_001,701,2246.1376000000164,3.184299999964253,3.5893707,2.0291033,1341.6705000000075,1960.7875999999815,1960.7875999999815,489
cell_001,702,1164.8231999999841,3.160700000007637,3.589695,2.0292559,1306.2255000000005,2006.2051000000208,2006.2051000000208,488
cell_001,703,1168.5547000000367,3.2601000000137503,3.5894918,2.0293922,1401.6083999999682,2032.3260000000007,2032.3260000000007,487
cell_001,704,1161.425099999993,3.26909999997568,3.5894032,2.0288277,1366.2115000000338,1940.972400000028,1940.972400000028,486
cell_001,705,1167.018400000001,3.1455000000421762,3.5895948,2.0288229,1412.216299999971,0.00010000000474974687,2019.7774999999674,485
cell_001,706,1167.3299000000113,3.1232000000306925,3.5893106,2.031743,1356.2503999999608,2009.4545999999973,2009.4545999999973,484
cell_001,707,1161.8097999999882,3.062500000000199,3.589427,2.0312395,1356.2479999999632,1990.103799999983,1990.103799999983,483
cell_001,708,1166.4521999999997,3.1735999999801834,3.5895243,2.0290184,1392.1684999999707,2049.7716999999834,2049.7716999999834,482
cell_001,709,1162.147600000026,3.0689000000130306,3.5895777,2.0292444,1302.2082999999984,1946.1929999999704,1946.1929999999704,481
cell_001,710,1163.4714000000386,3.191300000005839,3.5897341,2.0288153,1310.2414999999455,1955.7043999999876,1955.7043999999876,480
cell_001,711,1164.451399999962,3.1768999999624725,3.5896931,2.0311356,1357.2405000000144,1955.6001999999862,1955.6001999999862,479
cell_001,712,2264.934100000013,3.1739999999987845,3.5888052,2.0287094,1360.2264999999898,0.00010000000474974687,1964.0644999999788,478
cell_001,713,1158.7609000000084,3.4581999999938517,3.5887299,2.0293322,1360.2689999999714,1901.2583999999915,1901.2583999999915,477
cell_001,714,1172.0622,3.41850000000008,3.5897913,2.031538,1352.2815,2023.2546000000002,2023.2546000000002,476
cell_001,715,1171.3197000000002,3.2999000000002354,3.5900469,2.0289974,1397.2627000000002,2037.1377000000005,2037.1377000000005,475
cell_001,716,1170.6736000000003,3.529399999999754,3.5898066,2.0310755,1351.2615999999996,1942.3359000000003,1942.3359000000003,474
cell_001,717,1166.2330000000002,3.410700000000375,3.5899487,2.0282927,1346.3700000000008,1908.862300000001,1908.862300000001,473
cell_001,718,1165.0385999999999,3.1513000000015268,3.589716,2.0290651,1401.2057999999997,1916.1471000000001,1916.1471000000001,472
cell_001,719,1167.6646000000003,3.419200000000444,3.5885267,2.0315418,1361.2361,1928.4283999999986,1928.4283999999986,471
cell_001,720,1171.6260000000002,3.1326000000009913,3.5896168,2.0279341,1367.3002000000015,2062.306199999999,2062.306199999999,470
cell_001,721,1165.3497999999995,3.1054000000001736,3.5896387,2.0307112,1362.2010000000012,2054.997599999999,2054.997599999999,469
cell_001,722,1157.7951999999973,3.2341999999989923,3.5882816,2.0292463,1356.3636999999983,1920.1022999999989,1920.1022999999989,468
cell_001,723,2363.0556000000033,3.0696000000023105,3.5885944,2.0292568,1371.2566000000004,2061.0036999999975,2061.0036999999975,467
cell_001,724,2325.245200000001,3.142500000002002,3.5894175,2.0322256,1356.2798,2023.2464999999977,2023.2464999999977,466
cell_001,725,1164.0964999999997,2.971499999999736,3.588438,2.029357,1351.2445999999982,9.999999747379619e-05,2014.8960000000006,465
cell_001,726,2286.617900000005,3.111899999996126,3.5901403,2.0284319,1389.2479000000021,1991.3832000000039,1991.3832000000039,464
cell_001,727,1159.0901999999987,3.0850999999968565,3.5885115,2.029192,1371.2949000000008,1986.9939000000013,1986.9939000000013,463
cell_001,728,2331.602400000004,3.069799999997116,3.5882521,2.0292635,1348.2581999999964,2030.2779000000012,2030.2779000000012,462
cell_001,729,1160.4905999999974,2.9874999999955776,3.5892019,2.0285645,1351.2459999999992,1980.5286000000049,1980.5286000000049,461
cell_001,730,1158.160499999998,3.1903999999995847,3.5891256,2.029458,1351.413400000005,1969.5788000000034,1969.5788000000034,460
cell_001,731,1162.729699999996,3.0551999999951818,3.5883751,2.032094,1371.302499999998,9.999999747379619e-05,1995.5050999999953,459
cell_001,732,2293.0276999999987,3.0243000000045583,3.5892344,2.0314102,1641.231599999999,1998.3021999999983,1998.3021999999983,458
cell_001,733,1161.939400000003,2.9495000000024163,3.5894928,2.028923,1370.1880999999994,9.999999747379619e-05,2052.033399999993,457
cell_001,734,1160.8365999999949,3.097499999996245,3.5895433,2.0343885,1457.181199999999,1985.8591999999987,1985.8591999999987,456
cell_001,735,1164.0900999999865,3.106799999994081,3.5896397,2.0292864,1305.2725999999966,2009.296199999997,2009.296199999997,455
cell_001,736,1161.4740999999922,3.2448999999903094,3.5893612,2.0288525,1379.2045999999973,1963.6781999999948,1963.6781999999948,454
cell_001,737,1164.4971000000075,3.0335000000047785,3.5885925,2.0286064,1406.224000000002,2061.227200000009,2061.227200000009,453
cell_001,738,1165.664300000004,3.091199999995524,3.5895109,2.0288401,1380.24500000001,2029.9447999999975,2029.9447999999975,452
cell_001,739,1163.5066999999979,3.224199999996955,3.5896921,2.0289488,1363.2407999999996,0.00010000000474974687,2007.2116000000094,451
cell_001,740,1161.938900000008,3.3044000000080587,3.5896158,2.0295401,1342.2330000000075,1949.685200000007,1949.685200000007,450
cell_001,741,1160.7341000000017,3.237200000003355,3.5895834,2.0288773,1306.094100000002,1930.6237000000106,1930.6237000000106,449
cell_001,742,1166.2911000000024,3.300600000002305,3.588747,2.0285883,1331.2704000000085,2023.6736000000094,2023.6736000000094,448
cell_001,743,2225.2584999999963,3.2048000000067134,3.5893774,2.0293446,1362.1459000000032,1924.6810000000116,1924.6810000000116,447
cell_001,744,1161.203999999998,3.1889999999984298,3.5895033,2.0310106,1373.2265999999945,9.999999019784551e-05,1949.6779999999994,446
cell_001,745,1163.4720999999993,3.3002000000122678,3.5895863,2.0315313,1352.1486000000004,2004.6037000000067,2004.6037000000067,445
cell_001,746,1160.7241999999972,3.1204999999901872,3.5891228,2.0290499,1356.2777999999962,1956.9527999999993,1956.9527999999993,444
cell_001,747,1159.4565,2.9860000000044806,3.5884953,2.0316648,1366.2151000000013,1970.7697000000048,1970.7697000000048,443
cell_001,748,1164.7562999999936,2.983299999992539,3.5892782,2.0290956,1344.1912000000011,2064.1924,2064.1924,442
cell_001,749,1164.1392000000053,2.9860000000044806,3.5882788,2.0319967,1351.3049000000028,9.99999901978195e-05,2055.60119999999,441
cell_001,750,2325.331000000006,3.1540999999999997,3.5885363,2.0288582,1400.223199999993,2030.156300000002,2030.156300000002,440
cell_001,751,1158.4165999999968,2.9446999999927925,3.589282,2.0323172,1411.221900000004,1977.380699999994,1977.380699999994,439
cell_001,752,2352.5299000000086,2.960099999996544,3.5893278,2.0323372,1336.2703000000038,2052.452400000009,2052.452400000009,438
cell_001,753,2290.816300000006,2.8189999999882787,3.589118,2.0315065,1462.2116999999998,1993.0193,1993.0193,437
cell_001,754,1160.4100000000035,3.01249999999726,3.589138,2.0295057,1351.1877999999997,2005.5503000000024,2005.5503000000024,436
cell_001,755,1160.5271000000066,3.0559000000066305,3.5884314,2.0290661,1320.2274999999936,1929.694000000003,1929.694000000003,435
cell_001,756,1158.443099999975,2.9007999999740264,3.589324,2.0287466,1596.2213999999801,1982.6450999999943,1982.6450999999943,434
cell_001,757,1165.0354999999981,3.0624999999997726,3.5883646,2.0292006,1391.2252000000155,2061.2302999999956,2061.2302999999956,433
cell_001,758,1163.0385999999996,3.003399999986982,3.5893593,2.0293293,1364.3859999999986,0.00010000000474974687,2053.4373999999953,432
cell_001,759,1161.3663999999992,3.007200000022152,3.5893536,2.0290947,1314.2076999999988,2015.5834999999786,2015.5834999999786,431
cell_001,760,2230.4830999999826,3.0090999999956125,3.5881958,2.0289898,1347.3420000000042,1944.4532999999938,1944.4532999999938,430
cell_001,761,2302.4853000000003,3.063900000008175,3.5892429,2.028636,1346.2425000000221,2005.073000000004,2005.073000000004,429
cell_001,762,1161.0953000000156,3.1184000000065737,3.5891895,2.0314112,1346.2462999999989,0.00010000000474974687,2005.9156000000078,428
cell_001,763,1157.4832000000167,3.1600000000034356,3.5891085,2.0290909,1330.3111999999965,1961.0830999999887,1961.0830999999887,427
cell_001,764,1154.202600000019,3.0376000000106274,3.5890598,2.029047,1329.2374999999884,1921.6050000000107,1921.6050000000107,426
cell_001,765,1163.4891000000061,3.118500000011437,3.5894985,2.0318642,1360.2535999999966,1982.9346999999834,1982.9346999999834,425
cell_001,766,1161.1362999999837,3.1215999999839994,3.5897331,2.0284939,1327.2129999999888,1969.8205999999773,1969.8205999999773,424
cell_001,767,1162.859000000026,3.180300000007179,3.5888577,2.0294466,1432.2382999999973,2002.6682000000148,2002.6682000000148,423
cell_001,768,1164.7069999999949,3.3904000000040924,3.5885458,2.0293407,1427.2924999999811,1998.9467000000004,1998.9467000000004,422
cell_001,769,1162.5213000000222,3.2000000000115847,3.5896778,2.0289278,1315.2678000000014,0.00010000000474974687,1968.2450000000247,421
cell_001,770,2272.1861999999965,3.2833000000097456,3.5897341,2.0310879,1425.6777999999758,1981.0967999999993,1981.0967999999993,420
cell_001,771,1159.7816999999923,3.217099999979922,3.5895271,2.0292349,1279.2632000000158,1904.3188000000082,1904.3188000000082,419
cell_001,772,1160.8711999999941,3.285600000002873,3.5885019,2.0318689,1301.6504999999888,1910.9444000000074,1910.9444000000074,418
cell_001,773,1159.5070999999882,3.138399999996153,3.5892153,2.028739,1461.2664000000223,1978.967100000009,1978.967100000009,417
cell_001,774,2340.5150999999896,3.0879999999891083,3.5893021,2.0293112,1374.2430999999926,2037.8647000000058,2037.8647000000058,416
cell_001,775,1159.5391999999993,2.966199999995638,3.5893078,2.0288153,1335.2321999999986,2021.693499999994,2021.693499999994,415
cell_001,776,1158.7697000000044,3.0640000000130385,3.5893755,2.0320635,1306.3027000000002,1940.5534000000043,1940.5534000000043,414
cell_001,777,1157.2032999999935,2.901699999987528,3.5892591,2.0293465,1330.3503999999957,1967.3387999999975,1967.3387999999975,413
cell_001,778,1162.0209000000032,2.9999999999998295,3.5902271,2.0290823,1383.311800000025,2063.316100000025,2063.316100000025,412
cell_001,779,1163.7133000000028,3.089000000007047,3.5899382,2.0292253,1387.2562000000034,2062.2662999999884,2062.2662999999884,411
cell_001,780,1164.248900000006,3.0451999999931445,3.5885363,2.0312967,1337.2621999999974,2041.661400000012,2041.661400000012,410
cell_001,781,1160.7764000000027,3.00399999998632,3.5893106,2.0288935,1471.2029999999795,2020.8721999999834,2020.8721999999834,409
cell_001,782,1156.6913000000059,3.043499999999568,3.589016,2.0315237,1396.2403999999806,1924.6104999999804,1924.6104999999804,408
cell_001,783,1155.265699999989,3.0644999999785227,3.5882502,2.0318832,1334.1977999999945,1962.635399999999,1962.635399999999,407
cell_001,784,1161.9330999999945,2.9292999999890412,3.5894384,2.0325041,1374.1851000000024,2035.7068000000145,2035.7068000000145,406
cell_001,785,1161.0090999999954,2.923500000004111,3.5892248,2.0294056,1351.230499999976,1972.404899999994,1972.404899999994,405
cell_001,786,2330.7494000000006,2.9577999999746396,3.5893908,2.0290613,1412.2660000000033,2044.273599999986,2044.273599999986,404
cell_001,787,2264.913100000005,2.923700000013838,3.5891457,2.029686,1390.2570000000123,1987.1185000000116,1987.1185000000116,403
cell_001,788,1159.6630000000005,3.0401999999887153,3.5882463,2.0293398,1486.2185999999929,1985.1561999999976,1985.1561999999976,402
cell_001,789,1161.9865999999747,3.0754999999771826,3.5893631,2.0287628,1313.2198999999964,2030.626499999984,2030.626499999984,401
cell_001,790,1159.7586000000008,3.069400000007505,3.5884695,2.029274,1298.2632999999914,1939.9085999999952,1939.9085999999952,400
cell_001,791,2273.2857000000076,2.9177999999954807,3.5901461,2.0286837,1335.2136000000173,1977.9959000000092,1977.9959000000092,399
cell_001,792,1161.9274999999907,3.1223000000171908,3.589345,2.0287523,1356.2636000000057,1970.0193999999904,1970.0193999999904,398
cell_001,793,1157.3625999999929,3.0103999999991515,3.5894518,2.0284443,1331.2907000000123,1968.8030000000142,1968.8030000000142,397
cell_001,794,2272.9714000000095,3.1806999999972163,3.5885181,2.0320292,1382.2882999999856,1975.5761999999809,1975.5761999999809,396
cell_001,795,1157.4339000000034,2.916899999981979,3.5895586,2.0294285,1370.1809000000067,1968.6267999999982,1968.6267999999982,395
cell_001,796,2223.6874000000244,3.1729000000053986,3.5893593,2.029336,1337.2290000000212,1932.5684000000185,1932.5684000000185,394
cell_001,797,1163.9452000000163,3.192900000023542,3.589468,2.0292797,1346.2925000000105,2000.1818999999962,2000.1818999999962,393
cell_001,798,2190.034500000009,3.336399999970965,3.5893316,2.0284767,1343.2580999999773,1892.0447999999742,1892.0447999999742,392
cell_001,799,2334.5911000000197,3.320600000035796,3.5895147,2.0283604,1347.2984000000288,2031.9276000000536,2031.9276000000536,391
cell_001,800,2256.997800000012,3.2220999999553612,3.5900383,2.0318594,1346.1921999999906,0.00010000000474974687,1959.0505999999586,390
cell_001,801,1160.3883000000494,3.204000000027065,3.5884714,2.0293703,1516.3691000000108,2006.9689000000365,2006.9689000000365,389
cell_001,802,1156.4554000000353,3.056200000050211,3.5883741,2.0295191,1381.2388999999966,1965.410900000017,1965.410900000017,388
cell_001,803,1159.9112999999782,3.1096999999718378,3.5892019,2.0318804,1334.2761000000173,2039.6381999999867,2039.6381999999867,387
cell_001,804,2389.603000000003,2.967500000028167,3.5893288,2.0316763,1366.2505000000237,0.00010000000474974687,2029.9780000000028,386
cell_001,805,1156.4324999999951,3.049999999988273,3.5891943,2.0296993,1341.2580000000307,1986.4241000000036,1986.4241000000036,385
cell_001,806,1159.0673000000536,2.856599999999503,3.5893288,2.0295763,1294.2030999999843,2020.8976999999725,2020.8976999999725,384
cell_001,807,2190.5260000000126,3.0276000000303327,3.5879211,2.0296383,1308.2196000000113,1912.0559999999823,1912.0559999999823,383
cell_001,808,2257.8383000000026,2.8623999999835803,3.5891142,2.0321321,1494.2373999999836,1966.5737999999546,1966.5737999999546,382
cell_001,809,2283.496600000013,3.0432000000148207,3.589304,2.0289841,1347.1837999999989,1988.8741000000155,1988.8741000000155,381
cell_001,810,1156.7566000000227,3.0489999999993245,3.5892582,2.029211,1327.4712999999756,2030.2180999999982,2030.2180999999982,380
cell_001,811,1157.4752000000447,2.9580000000423468,3.5892773,2.0317812,1346.2578000000212,0.00010000000474974687,2002.8515999999943,379
cell_001,812,1154.6897000000463,2.890500000037548,3.5891619,2.028861,1338.2718999999925,1966.0880999999936,1966.0880999999936,378
cell_001,813,2312.62089999998,2.7999999999880743,3.5901661,2.0291681,1340.2501999999513,0.00010000000474974687,2027.6704000000027,377
cell_001,814,2220.677299999981,2.8400999999720966,3.5882597,2.029233,1393.2845000000088,1953.4740999999922,1953.4740999999922,376
cell_001,815,1154.184899999993,2.7759999999544505,3.5898542,2.0295248,1341.2901999999885,1955.5125000000116,1955.5125000000116,375
cell_001,816,1158.419600000023,2.8962000000171884,3.5891848,2.0295687,1336.2445999999763,1971.7232000000079,1971.7232000000079,374
cell_001,817,2337.6803999999534,2.815100000007078,3.5901756,2.0294418,1357.2283000000168,2042.1058000000194,2042.1058000000194,373
cell_001,818,2245.1491999999853,3.102099999959904,3.5900946,2.0294199,1384.21040000004,1952.5683000000427,1952.5683000000427,372
cell_001,819,1156.5400999999836,3.009200000029466,3.589139,2.0293427,1330.3298000000068,1940.691900000034,1940.691900000034,371
cell_001,820,1149.745500000019,3.1551999999791036,3.5891781,2.031312,1712.21179999999,1866.875400000019,1866.875400000019,370
cell_001,821,1155.47980000003,3.209400000050948,3.5893936,2.0314178,1376.252600000007,1935.4065999999877,1935.4065999999877,369
cell_001,822,2322.136700000032,3.036900000006426,3.5885839,2.0292025,1341.242900000012,2022.0934000000125,2022.0934000000125,368
cell_001,823,1159.090200000035,3.0965000000431075,3.589448,2.028945,1351.234400000016,1988.642600000021,1988.642600000021,367
cell_001,824,1159.9575000000189,3.096000000019643,3.5884142,2.0296373,1351.2354999999518,2021.0111000000034,2021.0111000000034,366
cell_001,825,1160.6761999999871,2.9544999999923505,3.5894251,2.0322771,1351.267499999958,1959.3536999999778,1959.3536999999778,365
cell_001,826,1157.4822999999742,3.02970000001352,3.5893202,2.031229,1341.221099999966,1960.056099999987,1960.056099999987,364
cell_001,827,1162.4249000000416,2.9952000000047008,3.5884724,2.0289736,1341.161699999997,2013.7082999999986,2013.7082999999986,363
cell_001,828,1149.8753000000142,3.0008000000380974,3.5889521,2.0321236,1336.2189999999828,1918.7182999999495,1918.7182999999495,362
cell_001,829,1158.5865000000342,2.9445000000414723,3.5890112,2.0322552,1343.1738000000475,0.00010000000474974687,2019.298200000019,361
cell_001,830,1154.4259999999776,3.0620999999811715,3.5891438,2.0320311,1329.2283000000173,1955.522899999982,1955.522899999982,360
cell_001,831,1155.2640000000245,2.9407000000355055,3.5897903,2.0323629,1339.250400000019,1882.618300000031,1882.618300000031,359
cell_001,832,1147.1983999999939,2.980900000024178,3.5890036,2.0313406,1275.1783999999752,1836.0647999999928,1836.0647999999928,358
cell_001,833,1153.7827999999865,2.8928000000308884,3.5900345,2.0290461,1455.3791999999667,9.999994654208942e-05,1961.8361999999618,357
cell_001,834,1155.1097999999765,2.9769999999555807,3.5892353,2.0318756,1382.646400000027,2000.017400000011,2000.017400000011,356
cell_001,835,1151.8277999999698,2.9708999999564867,3.5893784,2.028904,1344.8755999999703,1961.3178999999654,1961.3178999999654,355
cell_001,836,1156.504200000025,2.8802000000145256,3.5889511,2.031929,1359.2121000000043,2003.2214999999846,2003.2214999999846,354
cell_001,837,1154.455299999972,2.920799999963606,3.5892324,2.029253,1462.4639999999781,0.00010000000474974687,1976.8391999999876,353
cell_001,838,2244.615600000019,2.987699999998057,3.58922,2.0291996,1325.3041000000085,1961.7997000000323,1961.7997000000323,352
cell_001,839,1157.9001000000283,2.847200000018546,3.5891027,2.0289249,1318.2640000000247,2040.0578000000091,2040.0578000000091,351
cell_001,840,2253.426199999987,2.9194000000131837,3.5900841,2.0291328,1332.2395999999717,1960.2528000000164,1960.2528000000164,350
cell_001,841,1154.9822000000274,2.869499999971623,3.5890265,2.0311155,1338.2174000000232,1972.1742000000088,1972.1742000000088,349
cell_001,842,1160.2451000000003,2.9286000000428203,3.5893154,2.0293961,1356.2623000000024,2034.8278999999748,2034.8278999999748,348
cell_001,843,1159.5070999999878,2.9207000000167227,3.5892248,2.0291204,1321.2453000000096,2053.5882000000565,2053.5882000000565,347
cell_001,844,1163.3910000000035,2.9699000000255182,3.5883093,2.0294924,1373.3994999999995,2030.9457999999868,2030.9457999999868,346
cell_001,845,2238.5222000000067,3.0487999999895976,3.5882511,2.0286083,1311.2575999999535,1957.255199999956,1957.255199999956,345
cell_001,846,1155.1849999999977,3.180099999997452,3.5893202,2.0294027,1382.2274999999788,2003.871199999994,2003.871199999994,344
cell_001,847,1153.7978000000003,3.104700000025389,3.5901098,2.0318012,1333.6491999999853,0.00010000000474974687,1936.8845999999903,343
cell_001,848,1160.3466999999946,3.194400000036808,3.5894594,2.0293894,1333.2547999999952,1945.1905999999726,1945.1905999999726,342
cell_001,849,1153.3392999999926,3.078399999998638,3.5894938,2.0281782,1609.579800000007,1911.2608999999939,1911.2608999999939,341
cell_001,850,1157.2957999999637,3.1398000000045556,3.5894442,2.0315304,1349.2079000000376,1969.0101000000138,1969.0101000000138,340
cell_001,851,1158.956500000029,3.2042000000363657,3.588726,2.0293093,1315.2960000000312,1966.527100000007,1966.527100000007,339
cell_001,852,1160.9710999999666,3.1437999999616295,3.5895224,2.0318203,1305.294799999974,1953.8607999999658,1953.8607999999658,338
cell_001,853,1200.6836999999928,2.7066999999806285,3.5901051,2.0288963,1306.2607000000423,17844.71549999999,17844.71549999999,337
cell_001,854,1200.9182000000146,2.780200000037212,3.5891104,2.0444717,1346.2408999999752,2008.1069000000136,2008.1069000000136,336
cell_001,855,1200.5675999999512,2.765699999988982,3.589263,2.0368366,1366.2574000000022,2030.0038999999524,2030.0038999999524,335
cell_001,856,1193.545899999968,2.895199999969833,3.5892649,2.0316868,1381.2584999999963,2046.4810000000289,2046.4810000000289,334
cell_001,857,2287.0548999999883,2.8114000000059747,3.588913,2.0294275,1342.2354000000048,1916.7761000000173,1916.7761000000173,333
cell_001,858,1170.7507999999798,2.754399999976158,3.5899506,2.0297737,1351.2579999999725,1984.5046999999904,1984.5046999999904,332
cell_001,859,2352.3703000000096,2.828899999964136,3.5893822,2.0298758,1341.3148999999976,2042.2801999999792,2042.2801999999792,331
cell_001,860,1162.3938000000198,2.813300000038055,3.5889473,2.029233,1346.2305000000051,1881.633899999957,1881.633899999957,330
cell_001,861,1159.4954999999613,2.9599999999626903,3.5889196,2.0281162,1331.2184000000125,1946.1016999999993,1946.1016999999993,329
cell_001,862,1159.794999999984,2.9602999999772805,3.5891638,2.0296326,1556.2170999999507,1965.3364999999758,1965.3364999999758,328
cell_001,863,1152.4168000000063,3.1040999999968477,3.588871,2.0321779,1331.3461999999706,0.00010000000474974687,1852.006400000013,327
cell_001,864,1164.992800000007,2.914300000003891,3.5890207,2.02987,1336.240300000005,1977.7854000000516,1977.7854000000516,326
cell_001,865,2277.632099999988,2.9392000000224527,3.5901756,2.0281458,1331.3735999999917,1977.43180000002,1977.43180000002,325
cell_001,866,1154.0806999999916,2.8697000000393302,3.5890961,2.0292168,1331.2449999999953,1948.1744999999646,1948.1744999999646,324
cell_001,867,1164.891500000027,2.868799999996412,3.5892687,2.0297737,1336.1973,2036.3167000000246,2036.3167000000246,323
cell_001,868,1156.491399999999,2.8978999999817745,3.5892239,2.0287085,1346.2406999999657,2010.1401999999653,2010.1401999999653,322
cell_001,869,1157.6064999999944,2.816099999996453,3.5892782,2.0296278,1331.2392999999572,1971.1310999999987,1971.1310999999987,321
cell_001,870,1158.0135000000012,3.0695999999882417,3.5893803,2.0315456,1341.2213999999803,1968.9962999999989,1968.9962999999989,320
cell_001,871,1164.8090000000084,2.9150999999839655,3.5893888,2.0296144,1706.2743000000482,2027.936500000011,2027.936500000011,319
cell_001,872,1162.2159999999565,2.971599999989678,3.589529,2.0288181,1356.204700000002,1981.1597000000183,1981.1597000000183,318
cell_001,873,1165.5712999999519,3.0969999999506115,3.5895739,2.029315,1386.2348999999813,2018.1870999999808,2018.1870999999808,317
cell_001,874,1158.7453999999561,3.1270999999833293,3.5894518,2.0288095,1701.2353000000003,1921.5475000000442,1921.5475000000442,316
cell_001,875,1164.3549999999814,3.0936000000218655,3.5895109,2.029398,1351.2140000000363,2008.8420000000042,2008.8420000000042,315
cell_001,876,1161.7121000000043,3.1239999999523604,3.5895071,2.0293465,1361.2101999999722,9.999994654208942e-05,1985.5753999999722,314
cell_001,877,1159.214600000065,2.955500000040132,3.5892057,2.0295172,1336.8479999999981,1976.7445999999766,1976.7445999999766,313
cell_001,878,2298.5808000001125,2.980699999956471,3.5883675,2.0318279,1351.2415000000037,1998.2989000000525,1998.2989000000525,312
cell_001,879,1158.9849999999856,2.882899999967634,3.5902185,2.0293674,1381.2301999999909,2061.2380999999586,2061.2380999999586,311
cell_001,880,1157.3266000000292,3.039199999998914,3.5896273,2.0321522,1391.3008999999147,2024.627600000007,2024.627600000007,310
cell_001,881,1159.851999999955,2.807099999976117,3.5893345,2.0296831,1331.2642999999225,2051.3027999999467,2051.3027999999467,309
cell_001,882,1158.04589999991,2.983499999973276,3.590065,2.0294247,1326.4695000000065,1973.5702000000747,1973.5702000000747,308
cell_001,883,1155.9311999999916,3.088199999998409,3.5890131,2.0290737,1351.2859999999637,1976.355499999947,1976.355499999947,307
cell_001,884,2247.764700000058,2.912799999932645,3.589282,2.0291843,1352.2288999999876,1954.8563999999312,1954.8563999999312,306
cell_001,885,2272.441499999957,2.8719999999738377,3.589819,2.0317574,1378.2584999999963,1923.2482999999775,1923.2482999999775,305
cell_001,886,2332.347999999998,2.922000000020688,3.5899878,2.0290689,1326.3362000000197,2037.29859999998,2037.29859999998,304
cell_001,887,1152.825300000026,2.8179999999699135,3.5897303,2.0293093,1326.501200000057,1937.7434000000355,1937.7434000000355,303
cell_001,888,1156.3730999999677,2.859300000011018,3.5901251,2.0292835,1336.4699000000255,2021.846300000092,2021.846300000092,302
cell_001,889,1154.2186999999685,3.110499999951486,3.5901251,2.0293264,1341.2020999999947,9.999994654208942e-05,1994.4214999999385,301
cell_001,890,1156.142499999958,2.9375999999467695,3.5892267,2.0291386,1336.2297999999719,2032.6450000000184,2032.6450000000184,300
cell_001,891,1155.3574000000954,2.916800000006532,3.5892487,2.031971,1331.3319999999367,1968.5021999999883,1968.5021999999883,299
cell_001,892,1152.5572999999854,3.1112999999895408,3.5881443,2.0292454,1336.4172999999719,1956.9344999999735,1956.9344999999735,298
cell_001,893,1156.7166000000434,2.9296000000321953,3.5891523,2.0295982,1362.2073000000091,2020.1356999999844,2020.1356999999844,297
cell_001,894,1154.1903000000164,3.0065000000175246,3.5881672,2.0294533,1341.239600000088,1981.290200000047,1981.290200000047,296
cell_001,895,1150.3438000000317,2.8288000000176794,3.5889797,2.0291328,1346.2012000000104,1899.4457000000402,1899.4457000000402,295
cell_001,896,1154.2240000000459,2.8301999999676752,3.5901318,2.0290833,1326.201000000001,1967.2110999999568,1967.2110999999568,294
cell_001,897,2212.625800000038,2.9967000000179667,3.5892334,2.0321665,1491.2584999999963,1922.0456000000706,1922.0456000000706,293
cell_001,898,2236.0862999999663,3.204600000055393,3.5884771,2.0291424,1331.2177000000374,1939.7896000000185,1939.7896000000185,292
cell_001,899,2225.54039999994,3.1135000000944046,3.5894651,2.0292721,1341.2694999999367,1932.2550000000044,1932.2550000000044,291
