cycle,Discharge Time (s),Decrement 3.6-3.4V (s),Max. Voltage Dischar. (V),Min. Voltage Charg. (V),Time at 4.15V (s),Time constant current (s),Charging time (s),RUL
212,0.7941287950446645,0.6457229945045845,0.7788778877887772,0.18148174507152515,0.7814900959344104,0.7903250973181131,0.5274283187235183,853
213,0.7925466919031192,0.6485302754736888,0.7788778877887772,0.17970251227670708,0.7801336108598973,0.7828713493876722,0.525310081028052,852
214,0.7910453770070998,0.6485302754736888,0.7788778877887772,0.18148174507152515,0.7773928002869548,0.7828485677185322,0.5197191374837149,851
215,0.7894767385731423,0.6429157135354802,0.7788778877887772,0.18148174507152515,0.7760594023939493,0.7828713493876722,0.5254681023126162,850
216,0.7874704971425872,0.6457229945045845,0.7788778877887772,0.1832609778663441,0.7741300383405718,0.7828464966577013,0.5152080060505648,849
217,0.7855113821885886,0.6406843930448359,0.7755775577557742,0.1832609778663441,0.7719851939281068,0.7754155303964005,0.507814867379889,848
218,0.7842591643829402,0.640669888760066,0.7788778877887772,0.1832609778663441,0.7692690549507029,0.7754155303964005,0.5243092795591466,847
219,0.7821250082303024,0.6384240639846518,0.7788778877887772,0.18504021066116305,0.7679180021545076,0.7754217435788935,0.5160394990002946,846
220,0.7809468463163858,0.6384240639846518,0.7788778877887772,0.18504021066116305,0.7660026714857222,0.7754093172139078,0.5165549493808967,845
221,0.7795599814348613,0.6328095020464432,0.7788778877887772,0.186819443455982,0.7643483165035516,0.7679307165534963,0.514075520177856,844
222,0.7780923283078107,0.6344938706281672,0.7788778877887772,0.18504021066116305,0.762746699886736,0.7679555692834672,0.5099782540138018,843
223,0.7769680252242448,0.6288793086899586,0.7788778877887772,0.18859867625080096,0.7611172428450559,0.7679555692834672,0.5193842828569002,842
224,0.7747934749488443,0.6226948687157329,0.8085808580858078,0.5960429862643242,0.7457221671217662,0.7600213352402556,0.5404236881731426,841
225,0.775614822111689,0.6232647467517499,0.7623762376237604,0.7437193082342901,0.7407602339000137,0.7530584287267403,0.5299190351611704,840
226,0.7780721312464294,0.6288793086899586,0.7755775577557742,0.1939363746352578,0.7584008775229107,0.7679555692834672,0.5185603147302453,839
227,0.7771901928994402,0.6271949401082345,0.7788778877887772,0.19215714184043797,0.7611172428450559,0.7679555692834672,0.5183834813879944,838
228,0.7750627691005965,0.6305636772716826,0.7788778877887772,0.18859867625080096,0.75975894701156,0.7679555692834672,0.5218900489407017,837
229,0.7727535717493201,0.6260720277208542,0.7755775577557742,0.18859867625080096,0.7578506330351233,0.7679493561009745,0.5112123249980165,836
230,0.771023356824311,0.6227032905574061,0.7755775577557742,0.1903779090456199,0.7556849648905639,0.7604997502921957,0.49890171444816955,835
231,0.7697038154807245,0.6232647467517499,0.7755775577557742,0.1903779090456199,0.7534708589342083,0.7609595257966575,0.5191359636954425,834
232,0.7675359975591178,0.6204574657826456,0.7755775577557742,0.19215714184043797,0.7513391425269496,0.7604997502921957,0.48933013949743254,833
233,0.7667348474576545,0.6210413802245016,0.7755775577557742,0.19215714184043797,0.7497094591403173,0.7530439313009241,0.5021223387240461,832
234,0.7656374737892635,0.6182116410078851,0.7722772277227712,0.19215714184043797,0.7480725327169115,0.7530377181184313,0.49932686695187734,831
235,0.7643583265684399,0.614842903844437,0.7755775577557742,0.1939363746352578,0.7475365479587737,0.7530439313009241,0.5059336616112695,830
236,0.7626954351813691,0.6176501848135413,0.7722772277227712,0.1939363746352578,0.7461714617776702,0.7530377181184313,0.5016068883434444,829
237,0.7610729379170609,0.6137199914570567,0.7722772277227712,0.1939363746352578,0.7434693561850689,0.7530522155442476,0.49054163601242307,828
238,0.7590734288402996,0.6114741666809889,0.7722772277227712,0.19571560743007677,0.7421042700039655,0.7530439313009241,0.49735160089482644,827
239,0.7578750698650014,0.6058596047427802,0.7722772277227712,0.19571560743007677,0.7399243421299679,0.7455818991271599,0.4983975513021792,826
240,0.7561515872937863,0.6008064989989153,0.7722772277227712,0.19927407301971378,0.7382946587435464,0.7455818991271599,0.49872488110591906,825
241,0.754933031257107,0.6036137799680196,0.7722772277227712,0.19749484022489483,0.7366790087418225,0.7455963965529762,0.4922572956734048,824
242,0.7536875458052521,0.6036137799680196,0.7722772277227712,0.19927407301971378,0.735042082318206,0.7455881123096524,0.4849920789949951,823
243,0.7530345074872526,0.6008064989989153,0.7722772277227712,0.19927407301971378,0.7339558530720698,0.7455881123096524,0.4921180864465269,822
244,0.7517351632050475,0.6008064989989153,0.7722772277227712,0.19927407301971378,0.7333843321623896,0.73810744058841,0.4868017989444078,821
245,0.7500049482800384,0.5979992180298109,0.7689768976897682,0.20105330581453362,0.7312326974025278,0.7381260801358882,0.47411870965237357,820
246,0.7490826158102866,0.5979992180298109,0.7689768976897682,0.2028325386093517,0.7301602751963479,0.7381405775617045,0.4911059977430092,819
247,0.7475678362066795,0.5935370449287608,0.7689768976897682,0.2028325386093517,0.7285163320802774,0.7381260801358882,0.4892247919743893,818
248,0.7455885241912996,0.5856289344393377,0.798679867986797,0.604939150238418,0.7124458431312606,0.7281207852617677,0.5275073293657999,817
249,0.7501530600635022,0.5946304808663628,0.7425742574257406,0.7561739377980228,0.7040801350811894,0.7232227263966686,0.5037702749773567,816
250,0.749486557037915,0.591261743704222,0.7491749174917466,0.2063910041989896,0.729875985983379,0.738128151196719,0.4828324547726197,815
251,0.7510619278256665,0.5923846560916023,0.7590759075907574,0.2063910041989896,0.7285183691844226,0.738128151196719,0.4939353312190131,814
252,0.7495538805758533,0.5951919370607066,0.7557755775577544,0.20105330581453362,0.7301475998811509,0.738128151196719,0.48698615710973225,813
253,0.7478505950660195,0.5901388313168417,0.7590759075907574,0.20105330581453362,0.7298764386732828,0.738128151196719,0.48207621005363466,812
254,0.7468138125817729,0.5901388313168417,0.7590759075907574,0.20105330581453362,0.7271743330804707,0.7381405775617045,0.47703081618219656,811
255,0.7450903300105576,0.5923846560916023,0.7590759075907574,0.20105330581453362,0.7268884594532603,0.738128151196719,0.4756349615018811,810
256,0.7437573239593833,0.5867700941533937,0.7557755775577544,0.2028325386093517,0.7244509510659771,0.7306785453879403,0.47511574870974194,809
257,0.7422021502330136,0.589577375122498,0.7557755775577544,0.20461177140417064,0.7230860912298254,0.7306723322054474,0.48679427412133336,808
258,0.7408085529976951,0.5856471817660134,0.7557755775577544,0.20461177140417064,0.720376968944981,0.7306785453879403,0.48678298688672106,807
259,0.7391052674878613,0.5890159189281542,0.7524752475247514,0.20817023699380854,0.7203697259077857,0.7306723322054474,0.4701079789536764,806
260,0.7381358085415528,0.5839628131842893,0.7524752475247514,0.2063910041989896,0.7176608299676823,0.7232227263966686,0.4834570150878017,805
261,0.7366479583531209,0.581155532215185,0.7491749174917466,0.2063910041989896,0.7171173758271865,0.7232247974574995,0.475285057228918,804
262,0.7353553464247093,0.581155532215185,0.7524752475247514,0.20817023699380854,0.7154858816817824,0.7232206553358376,0.46076214869517385,803
263,0.7337799756369581,0.5783482512460807,0.7524752475247514,0.2063910041989896,0.7138600461586999,0.7232247974574995,0.45656329741961477,802
264,0.7325344901851034,0.5783482512460807,0.7491749174917466,0.2099494697886275,0.7122337579461351,0.7232289395791613,0.4605439288260138,801
265,0.7309389223359706,0.5755409702769764,0.7491749174917466,0.2099494697886275,0.7108722932836293,0.7232247974574995,0.46135284730652026,800
266,0.7293904809633944,0.571049320726148,0.7491749174917466,0.21172870258344645,0.7095069807577845,0.7157627652837351,0.4483386657992092,799
267,0.7280238131432513,0.572733689307872,0.7491749174917466,0.21172870258344645,0.7081561543065413,0.7157689784662278,0.4480489601108424,798
268,0.7271486071500561,0.5688034959513875,0.7458745874587436,0.2135079353782645,0.7067661701849475,0.7157399836145952,0.46196612038709084,797
269,0.7265426953086132,0.5688034959513875,0.7491749174917466,0.2135079353782645,0.7054468056765344,0.7157751916487207,0.4652055567206532,796
270,0.7253645333946965,0.5699264083387677,0.7458745874587436,0.2135079353782645,0.7045805836877852,0.7162246118490279,0.44854559843375785,795
271,0.7243412156180375,0.5665576711753196,0.7458745874587436,0.2135079353782645,0.7040747028031873,0.7157627652837351,0.4417431583744289,794
272,0.7213924446563489,0.5586972844623505,0.7722772277227712,0.6102768486228749,0.6855250580026988,0.7034751613739534,0.4974080370678853,793
273,0.7248865362753361,0.5620312113407818,0.7359735973597346,0.7615116361824796,0.677996373447433,0.6933911661882586,0.47987896171588673,792
274,0.7253308716257274,0.5643118464005591,0.7425742574257406,0.22240409935236016,0.7027202548331357,0.7157648363445661,0.46642834047025605,791
275,0.7245499185856457,0.5643118464005591,0.7425742574257406,0.2170664009679033,0.702462674320272,0.7157793337703824,0.4487224317760079,790
276,0.7247384244918722,0.5643118464005591,0.7491749174917466,0.2170664009679033,0.7024484145906229,0.7157648363445661,0.4587266840535271,789
277,0.7233919537331104,0.5665576711753196,0.7458745874587436,0.21528716817308435,0.7013621853446972,0.7083090173532944,0.45049452761004805,788
278,0.7207865328149063,0.5643118464005591,0.7458745874587436,0.21528716817308435,0.7000038895110963,0.7083090173532944,0.4435604031469156,787
279,0.7194804561789072,0.5586972844623505,0.7458745874587436,0.22062486655754032,0.6975666074687648,0.7083173015966182,0.45213117662874636,786
280,0.7181541824815267,0.5615045654314548,0.7425742574257406,0.21884563376272137,0.6959296810451483,0.7083090173532944,0.44736796362260156,785
281,0.7168548381993216,0.5558900034932461,0.7458745874587436,0.22062486655754032,0.69457183790124,0.7083090173532944,0.44822579345309244,784
282,0.715925773375776,0.5558900034932461,0.7425742574257406,0.22062486655754032,0.6926705406172575,0.7008531983620229,0.4518000844134695,783
283,0.7151919468122507,0.5558900034932461,0.7458745874587436,0.22062486655754032,0.6918414391945029,0.7008407719970373,0.45032145667933454,782
284,0.7136973642700251,0.5530827225241418,0.7458745874587436,0.2562095224539176,0.6905046461277462,0.7008614826053465,0.44588933588846613,781
285,0.712599990601634,0.5542056349115221,0.7425742574257406,0.22062486655754032,0.6893828807300679,0.700828345632052,0.44938085379502457,780
286,0.7112131257201095,0.5502754415550374,0.7425742574257406,0.22062486655754032,0.6877814904579935,0.7008531983620229,0.4514501801405064,779
287,0.7100349638061929,0.5530827225241418,0.7425742574257406,0.22418333214717823,0.6864164042771008,0.7008469851795303,0.4462881515114141,778
288,0.7093819254881932,0.5474681605859331,0.7392739273927376,0.22418333214717823,0.6850651251359539,0.6933973793707513,0.4523418716748324,777
289,0.7078671458845862,0.5474681605859331,0.7392739273927376,0.22240409935236016,0.6845148806479555,0.6933911661882586,0.4475335097302402,776
290,0.7064802810030615,0.5474681605859331,0.7392739273927376,0.22596256494199718,0.682349212503607,0.6933973793707513,0.4403021547556665,775
291,0.7056185397174539,0.5418535986477244,0.7392739273927376,0.22596256494199718,0.680998159707201,0.693405663614075,0.44377109819300076,774
292,0.7041037601138469,0.5446608796168287,0.7392739273927376,0.22418333214717823,0.6796330735260976,0.6933973793707513,0.44010274694419227,773
293,0.7027370922937035,0.5390463176786201,0.7392739273927376,0.22596256494199718,0.6780033901396763,0.6859415603794797,0.4401968072326232,772
294,0.7011145950293955,0.5396222781577339,0.7392739273927376,0.22596256494199718,0.6763807234457093,0.6859498446228033,0.4269794555023019,771
295,0.6998085183933964,0.5362390367095158,0.7359735973597346,0.22596256494199718,0.6747370066748015,0.685935347196987,0.42636994483326873,770
296,0.6962740326516466,0.5300538949136255,0.7623762376237604,0.6173937798021507,0.6554071509529418,0.6759300523228666,0.49454107947650927,769
297,0.731349595917393,0.5615045654314548,0.7260726072607255,0.25798875524873655,0.8246622195988149,0.8425034038920287,0.896313957892152,768
298,0.7353755434860909,0.5688034959513875,0.7392739273927376,0.23485872891609105,0.712228778358037,0.7232227263966686,0.49938706553647316,767
299,0.7346888433991223,0.571049320726148,0.7392739273927376,0.233079496121273,0.7163100035164391,0.7232289395791613,0.47884806095468324,766
300,0.7325816166616601,0.5699264083387677,0.7425742574257406,0.22774179773681613,0.7154811284384255,0.7232165132141757,0.4622821629562188,765
301,0.7311341605959911,0.5699264083387677,0.7425742574257406,0.22952103053163508,0.7135796048092804,0.7232165132141757,0.47432187987538477,764
302,0.7294308750861573,0.5643118464005591,0.7425742574257406,0.22952103053163508,0.7122283256681334,0.715766907405397,0.47747478074359107,763
303,0.7274515630707774,0.5643118464005591,0.7425742574257406,0.23130026332645404,0.7095051699985913,0.7157606942229042,0.4738892025486017,762
304,0.7250346480587999,0.5598201968497307,0.7425742574257406,0.22952103053163508,0.7073182254321393,0.7157482678579188,0.4607169997567273,761
305,0.7224965506785337,0.5558900034932461,0.7425742574257406,0.22952103053163508,0.7054379782248867,0.715766907405397,0.45658587188883804,760
306,0.7293837486096006,0.5755627267041313,0.7557755775577544,0.23130026332645404,0.702450451694768,0.7083110884141255,0.4547084285317555,759
307,0.7190899796588663,0.5558900034932461,0.7458745874587436,0.22418333214717823,0.7095051699985913,0.7157606942229042,0.45292504546310397,758
308,0.7160738851592396,0.5530827225241418,0.7425742574257406,0.23130026332645404,0.699183841884941,0.7083048752316325,0.4489519388797798,757
309,0.713980123129365,0.5497139853606937,0.7425742574257406,0.233079496121273,0.6959317181492934,0.7008552694228538,0.43767222909113634,756
310,0.7118325022691399,0.5502754415550374,0.7392739273927376,0.233079496121273,0.6932067517203473,0.7008469851795303,0.4335787253386192,755
311,0.7101898079434503,0.5446608796168287,0.7425742574257406,0.233079496121273,0.691044252404482,0.7008573404836846,0.4390605589483769,754
312,0.7082441576970395,0.5474681605859331,0.7392739273927376,0.23485872891609105,0.6891323169094477,0.7008469851795303,0.4236421964687702,753
313,0.7070659957831229,0.5418535986477244,0.7425742574257406,0.23485872891609105,0.686416177931938,0.6933911661882586,0.42844303359028757,752
314,0.7054906249953716,0.5446608796168287,0.7392739273927376,0.23485872891609105,0.6850617299623081,0.6933953083099204,0.4359866687224523,751
315,0.7036594247634553,0.5390463176786201,0.7392739273927376,0.23485872891609105,0.6828994569913946,0.693405663614075,0.4361635020647032,750
316,0.7026091775716212,0.5418535986477244,0.7392739273927376,0.23663796171091,0.6809838999775517,0.6933911661882586,0.43036186347428007,749
317,0.7008183714624678,0.5390463176786201,0.7392739273927376,0.23663796171091,0.6796258304889025,0.6933911661882586,0.4305537464626794,748
318,0.6992228036133352,0.5390463176786201,0.7359735973597346,0.23485872891609105,0.6782677610002532,0.685935347196987,0.42180237722706027,747
319,0.696684706233069,0.5348353962249637,0.7326732673267315,0.23663796171091,0.6763737067532549,0.6859415603794797,0.4216330687078842,746
320,0.6907602348945168,0.5250099128330985,0.7524752475247514,0.6156145470073309,0.6538331484154067,0.6730347092812563,0.4879041855248185,745
321,0.6945909442031943,0.5278171938022028,0.7161716171617147,0.7668493345669356,0.6454024793748978,0.6635678902231722,0.4629104856829378,744
322,0.6981254299449442,0.5334317557404115,0.7326732673267315,0.24731335847982372,0.671491673286656,0.6784940256315317,0.42323209361121084,743
323,0.697283885720718,0.5328702995460677,0.7359735973597346,0.2401964273005479,0.6755586387154089,0.6859415603794797,0.43705895601056577,742
324,0.6953517001818947,0.5306244747713071,0.7359735973597346,0.23841719450572985,0.6741935525343052,0.685935347196987,0.43287139196961855,741
325,0.6926183645416082,0.529220834286755,0.7359735973597346,0.23841719450572985,0.6714844302494609,0.678485741388208,0.42263010776525256,740
326,0.6903630260206821,0.5278171938022028,0.7326732673267315,0.2401964273005479,0.6687685176171139,0.678485741388208,0.4260162781487682,739
327,0.6889963582005387,0.5236062723485463,0.7326732673267315,0.2401964273005479,0.6660593953320588,0.6784940256315317,0.42187762545780494,738
328,0.6870574403079217,0.5250099128330985,0.7326732673267315,0.24197566009536686,0.6647013258434096,0.6784940256315317,0.4082877949852963,737
329,0.6859062078091804,0.522187659698986,0.7326732673267315,0.2401964273005479,0.663336013317565,0.6710299223969365,0.42020711473527106,736
330,0.6846203282345629,0.5193953508948899,0.7326732673267315,0.24375489289018581,0.6606271173774616,0.6710382066402601,0.4211025686811336,735
331,0.6835296869199659,0.5205182632822701,0.7326732673267315,0.24197566009536686,0.6592620311963582,0.6710299223969365,0.41372071724506965,734
332,0.6818667955328948,0.5165880699257855,0.7326732673267315,0.24197566009536686,0.6578969450154655,0.6710237092144439,0.40703867435493324,733
333,0.6804328041748133,0.5193953508948899,0.7326732673267315,0.24375489289018581,0.6565458922190595,0.6710299223969365,0.4124828838493184,732
334,0.6787295186649795,0.5165880699257855,0.7293729372937285,0.24197566009536686,0.6538367699342151,0.6635823876489886,0.41246030938009515,731
335,0.6773628508448364,0.5109735079875769,0.7293729372937285,0.24375489289018581,0.6519282296128266,0.6635741034056649,0.39986751796495446,730
336,0.6756797623963842,0.5081662270184726,0.7260726072607255,0.24375489289018581,0.6502987725713569,0.6635741034056649,0.42058335588899487,729
337,0.6741851798541585,0.5109735079875769,0.7260726072607255,0.24553412568500477,0.6483689558280759,0.663549250675694,0.41237753632627516,728
338,0.6723539796222422,0.5081662270184726,0.7260726072607255,0.24375489289018581,0.647032389106271,0.6561120712319006,0.40752402544323685,727
339,0.6708593970800165,0.5081662270184726,0.7260726072607255,0.24731335847982372,0.6443232668212158,0.6561182844143933,0.4022453620564894,726
340,0.6703342734840996,0.5025516650802639,0.7260726072607255,0.24553412568500477,0.6429651973325665,0.6561182844143933,0.41700906492861733,725
341,0.6685232703135648,0.503955305564816,0.7260726072607255,0.24731335847982372,0.6421290792175687,0.6560996448669151,0.40802818858922674,724
342,0.6673922348762049,0.4997443841111596,0.7260726072607255,0.24731335847982372,0.6402135222037257,0.6560872185019295,0.4097551354848199,723
343,0.6632854990619812,0.49412982217295087,0.7227722772277207,0.24731335847982372,0.6388909888666185,0.6486624654231217,0.400492078280136,722
344,0.6576505189365629,0.49132254120384655,0.7359735973597346,0.6262899437762446,0.6126277357155367,0.6367870026186907,0.46817786183507293,721
345,0.670489117621357,0.5011480245957117,0.6996699669966997,0.7917585936944,0.5967854024406991,0.626290866327645,0.45013333610247264,720
346,0.6723405149146546,0.504556865771921,0.709570957095707,0.25087182406946074,0.6456829207243175,0.6561203554752243,0.42836402294800546,719
347,0.6700784440399348,0.4997443841111596,0.7128712871287117,0.24731335847982372,0.6470339735207233,0.6561141422927314,0.3961013440161776,718
348,0.6676884584431324,0.5011480245957117,0.709570957095707,0.24909259127464267,0.6454115331714974,0.6561203554752243,0.4072493694010184,717
349,0.6655946964132577,0.4969371031420553,0.7128712871287117,0.24909259127464267,0.6421521663990761,0.6561203554752243,0.4005184151608976,716
350,0.6634403431992388,0.4955334626575031,0.7128712871287117,0.24909259127464267,0.6388925732810711,0.6486645364839526,0.3832903327318782,715
351,0.6619794224259821,0.49412982217295087,0.7128712871287117,0.25087182406946074,0.6375274870999676,0.6486583233014598,0.3948710354435008,714
352,0.6602357427933856,0.49132254120384655,0.7128712871287117,0.2526510568642806,0.6356332065082282,0.6486645364839526,0.3816762581824018,713
353,0.658209304301449,0.492164725494055,0.709570957095707,0.2526510568642806,0.6334602953264739,0.6486645364839526,0.3829366660473772,712
354,0.6566137364523161,0.48851526023474223,0.709570957095707,0.25443028965909953,0.6321024521827763,0.641208717492681,0.38727472654981465,711
355,0.6553682510004615,0.48851526023474223,0.709570957095707,0.2562095224539176,0.6293863132056885,0.641208717492681,0.3957514397432149,710
356,0.6540217802416997,0.4843043387810858,0.709570957095707,0.25443028965909953,0.6280210006796332,0.6412025043101882,0.39874631932685745,709
357,0.0,0.39699790064167984,0.709570957095707,0.2562095224539176,0.6258480894976677,0.6412025043101882,0.3904652515333935,708
358,0.6328552599139632,0.4674606529664598,0.6996699669966997,0.26510568642801235,0.6046746544450681,0.618847473701359,0.377492456552992,707
359,0.6314549303248509,0.46324973151280335,0.6996699669966997,0.26510568642801235,0.602226507846733,0.6188433315796971,0.3840127157470281,706
360,0.6301959801654087,0.46324973151280335,0.6963696369636949,0.26866415201765026,0.6008684383580838,0.6113875125884255,0.3733086549235818,705
361,0.6289504947135538,0.46184609102825114,0.6963696369636949,0.2668849192228313,0.5997713445565764,0.611377157284271,0.371137743466595,704
362,0.6279945004748331,0.46044245054369903,0.6963696369636949,0.26866415201765026,0.5981525257259481,0.6113875125884255,0.3790388076947977,703
363,0.6266884238388339,0.46044245054369903,0.6963696369636949,0.26866415201765026,0.5967978514109444,0.6113916547100874,0.3710587328243129,702
364,0.6255035295711235,0.4590388100591468,0.6963696369636949,0.2668849192228313,0.5954114888079483,0.6113647309192856,0.37576174724586187,701
365,0.6239146940757845,0.4548278886054904,0.6930693069306919,0.2668849192228313,0.5932526110106806,0.611377157284271,0.372255179693155,700
366,0.6227432645156616,0.4576351695745947,0.6930693069306919,0.2704433848124692,0.5913549352452954,0.6039254804146612,0.37196171159324987,699
367,0.6215583702479512,0.45583048895197253,0.6930693069306919,0.2704433848124692,0.5900004872752438,0.6039275514754922,0.3731619208736294,698
368,0.6202859553809212,0.45442684846742043,0.6930693069306919,0.2704433848124692,0.588642417787016,0.6039275514754922,0.35632889165602055,697
369,0.6191481875897675,0.4520206076363861,0.6897689768976889,0.2704433848124692,0.5883495274669297,0.6039089119280139,0.36646482833734373,696
370,0.6182662492427786,0.4520206076363861,0.6930693069306919,0.2722226176072873,0.5867411205024011,0.6039316935971538,0.3632855905883763,695
371,0.6171890726357689,0.45061696715183386,0.6930693069306919,0.2722226176072873,0.58593329550175,0.6039358357188157,0.37359083578887464,694
372,0.6159301224763267,0.4480102062517646,0.6897689768976889,0.2722226176072873,0.5845469328987538,0.5964530929367423,0.37515599898836616,693
373,0.6139710075223281,0.4462055256291424,0.6897689768976889,0.2722226176072873,0.583202896794802,0.5964655193017279,0.3614683458158896,692
374,0.603179044390852,0.4407914837599687,0.6963696369636949,0.6636538324674408,0.5539973860965985,0.5816905713340246,0.4362462751185219,691
375,0.6384296488552375,0.4562315290900425,0.6600660066006601,0.2704433848124692,0.7562300034454068,0.7828692783268414,0.994279629498791,690
376,0.6423546111170282,0.4632424793704183,0.6732673267326721,0.29179417835029575,0.6103731140194355,0.6262970795101379,0.43659994180302286,689
377,0.6426306376225743,0.46184609102825114,0.6765676567656751,0.28823571276065785,0.6144480015202392,0.6262970795101379,0.4177728344706768,688
378,0.641230308033462,0.46184609102825114,0.6765676567656751,0.28823571276065785,0.6157983752815785,0.626290866327645,0.4117642632457055,687
379,0.6391432783573812,0.46064297061273396,0.6798679867986781,0.2864564799658389,0.6144545655230005,0.6263032926926305,0.3922712090712688,686
380,0.6373322751868464,0.45923933012818186,0.6798679867986781,0.2864564799658389,0.6128248821361573,0.6263032926926305,0.39776056750410005,685
381,0.6354135543556108,0.4576351695745947,0.6798679867986781,0.2900149455554768,0.6095442389416328,0.6188288341538808,0.4010940641260947,684
382,0.6334948335243751,0.45603100902100757,0.6798679867986781,0.2864564799658389,0.6076642180793321,0.618847473701359,0.38748918400743726,683
383,0.6311923685268923,0.45462736853645536,0.6765676567656751,0.2864564799658389,0.6049410624100011,0.6188412605188662,0.3829517156935265,682
384,0.6289976211901105,0.4520206076363861,0.6798679867986781,0.2864564799658389,0.602231713779994,0.6113916547100874,0.37477975783464235,681
385,0.6265403120553701,0.4548278886054904,0.6798679867986781,0.2864564799658389,0.5997801720080131,0.6113854415275947,0.3747496585423442,680
386,0.6242513117654749,0.45061696715183386,0.6765676567656751,0.28823571276065785,0.5967641260185956,0.6113605887976236,0.365953140368279,679
387,0.6224268438873526,0.4468070858362474,0.6798679867986781,0.28823571276065785,0.5948983648859445,0.6039358357188157,0.3717698286048505,678
388,0.6206966289623437,0.44640604569817743,0.6765676567656751,0.2900149455554768,0.5927200214261881,0.6039316935971538,0.37260884637765557,677
389,0.6188317669614585,0.4474086460446596,0.6765676567656751,0.28823571276065785,0.5900038824488893,0.6039316935971538,0.3722852789854527,676
390,0.6167380049315838,0.44364227758338304,0.6765676567656751,0.29179417835029575,0.588374199062679,0.6039316935971538,0.3693393107517946,675
391,0.6153376753424715,0.4413930439670737,0.6765676567656751,0.28823571276065785,0.5859296739829416,0.5964758746058823,0.37643145649949084,674
392,0.613701713370576,0.4407914837599687,0.6732673267326721,0.28823571276065785,0.5845645878022596,0.5964696614233895,0.3820863610399612,673
393,0.6065250242263751,0.43918732320638154,0.6732673267326721,0.28823571276065785,0.5818484488245395,0.5964696614233895,0.36505016159934156,672
394,0.6099315952460427,0.4401899235528638,0.6699669966996673,0.29179417835029575,0.5802223869569265,0.5964717324842206,0.38008475810215003,671
395,0.6076291302485599,0.4341743214752779,0.6699669966996673,0.2900149455554768,0.5777812570512566,0.5890200556146107,0.3591883244243226,670
396,0.6059258447387261,0.43517692182176004,0.6699669966996673,0.2900149455554768,0.5753297152794865,0.589013842432118,0.36917000223261853,669
397,0.6029030178853056,0.43056496023003366,0.6666666666666643,0.29179417835029575,0.5737142916227147,0.5890262687971035,0.3561069093753235,668
398,0.593545046111911,0.4290142382759966,0.6765676567656751,0.6423030389296143,0.5397519161954301,0.5686532434034539,0.4575753861231324,667
399,0.59985326161671,0.4295623598835514,0.6501650165016493,0.8255640167959593,0.531589239533885,0.559180211162877,0.4229386255113061,666
400,0.6038522797702328,0.4295623598835514,0.6633663366336613,0.2989111095295707,0.5668920295463129,0.5815414549541992,0.3679697929522394,665
401,0.6034752679577795,0.4323696408526557,0.6699669966996673,0.2935734111451138,0.5709804977421209,0.5890097003104563,0.35770593427865016,664
402,0.6023913589969763,0.4347758816836901,0.6633663366336613,0.30246957511920947,0.5587606639313845,0.5741001333887439,0.31749327976863606,663
403,0.6018056442169148,0.4323696408526557,0.6666666666666643,0.29179417835029575,0.5682659431790638,0.5815559523800155,0.34022200786509904,662
404,0.6001696822450191,0.4309660003681036,0.6699669966996673,0.29179417835029575,0.568273412561211,0.5815621655625083,0.3439204584062052,661
405,0.5976517819261344,0.4287602796061042,0.6666666666666643,0.2935734111451138,0.5655357708170676,0.5815435260150301,0.34638483796309716,660
406,0.5957128640335174,0.4269555989834821,0.6666666666666643,0.29179417835029575,0.5628114834227664,0.5740794227804349,0.33864555743099567,659
407,0.5940499726464465,0.4255519584989299,0.6666666666666643,0.2935734111451138,0.5614932506391124,0.5741125597537293,0.34660305783225676,658
408,0.5919427459089841,0.42394779794534276,0.6666666666666643,0.29535264393993366,0.560129220734451,0.5741063465712367,0.34443590878680697,657
409,0.5902798545219132,0.42252918529578243,0.6666666666666643,0.29535264393993366,0.5574013872698693,0.5741001333887439,0.3450755187481378,656
410,0.5885765690120797,0.41913531628458134,0.6633663366336613,0.2971318767347526,0.5557717038834482,0.5666443143974722,0.35397362203370886,655
411,0.5880851071851314,0.41913531628458134,0.6666666666666643,0.29535264393993366,0.5541420204970267,0.5666443143974722,0.35361243052613434,654
412,0.5872031688381425,0.42114051697623844,0.6666666666666643,0.29535264393993366,0.5533271788039216,0.5666443143974722,0.3517914233421102,653
413,0.5859307539711127,0.416929595522582,0.6666666666666643,0.2971318767347526,0.5519761260075156,0.5666505275799651,0.35140765736531154,652
414,0.5844159743675055,0.41973687649168634,0.6633663366336613,0.29535264393993366,0.5506182828640289,0.5666505275799651,0.3575479129940864,651
415,0.5825309153052387,0.4141223145534777,0.6633663366336613,0.2971318767347526,0.5479003331271155,0.5666484565191341,0.3455307705441433,650
416,0.5806054621202095,0.4127186740689255,0.6633663366336613,0.2989111095295707,0.5465422636384663,0.5591926375278625,0.32679396108869163,649
417,0.5794273002062929,0.4127186740689255,0.6633663366336613,0.2971318767347526,0.5443693524567115,0.5591926375278625,0.3444961073714028,648
418,0.5775018470212634,0.4101119131688561,0.6633663366336613,0.2989111095295707,0.5438331413536215,0.5592009217711862,0.3477468309395779,647
419,0.5755158026520897,0.408307232546234,0.6600660066006601,0.2989111095295707,0.5411027426464627,0.5591864243453699,0.3532963879570059,646
420,0.574128937770565,0.40991139309982116,0.6567656765676553,0.30246957511920947,0.5383938467067808,0.551736818536591,0.334721362197655,645
